year,species,D_cm,H_m,V_m3,X_utm,Y_utm,weight
1967,piab,64.5,29.448610305786133,3.951912284219404,NA,NA,9.017902288795609E-5
1967,piab,0.5,2.027082681655884,0.0,NA,NA,0.00315089221389646
1967,piab,21.5,20.598281860351562,0.3853014226045907,NA,NA,16.2423468095393
1967,piab,52.5,28.485246658325195,2.7286720497094548,NA,NA,0.1444388036314764
1967,piab,60.5,29.188901901245117,3.5354905233729426,NA,NA,0.0014886737719633392
1967,piab,8.5,11.451053619384766,0.0247892383632696,NA,NA,0.2503114964284118
1967,piab,9.5,12.384427070617676,0.03772864750394217,NA,NA,0.39259067860836777
1967,piab,5.5,8.353140830993652,0.0,NA,NA,0.057021826634935165
1967,piab,32.5,24.829267501831055,1.0168024162880016,NA,NA,32.409678142875165
1967,piab,53.5,28.589265823364258,2.827008268497353,NA,NA,0.0879076078377333
1967,piab,46.5,27.739633560180664,2.15873994450649,NA,NA,1.8088869044965297
1967,piab,49.5,28.14023208618164,2.439086148088744,NA,NA,0.5631110529203693
1967,piab,70.5,29.752992630004883,4.584547352614899,NA,NA,7.050912974300931E-7
1967,piab,43.5,27.274484634399414,1.8890972294463004,NA,NA,4.787803818400702
1967,piab,69.5,29.708356857299805,4.478770296523637,NA,NA,1.6701245993352966E-6
1967,piab,4.5,7.2124199867248535,0.0,NA,NA,0.03335854809925812
1967,piab,44.5,27.43731689453125,1.977696437857394,NA,NA,3.53648335860901
1967,piab,38.5,26.326757431030273,1.4676038464197305,NA,NA,15.769090968131767
1967,piab,24.5,21.990732192993164,0.5295497934044242,NA,NA,25.386105551186272
1967,piab,45.5,27.59223747253418,2.067595957004142,NA,NA,2.556603104701032
1967,piab,25.5,22.41046142578125,0.5825143513237221,NA,NA,28.220074777574524
1967,piab,11.5,14.116697311401367,0.07046648543519379,NA,NA,0.9053727125877251
1967,piab,34.5,25.378921508789062,1.1596999736396432,NA,NA,27.78173697253018
1967,piab,23.5,21.549535751342773,0.478999273312197,NA,NA,22.35066735080852
1967,piab,36.5,25.876434326171875,1.310123709488979,NA,NA,21.850936434084144
1967,piab,33.5,25.11094093322754,1.0872811861130225,NA,NA,30.331145147899086
1967,piab,27.5,23.189655303955078,0.6955044240861651,NA,NA,32.69277676712766
1967,piab,67.5,29.612138748168945,4.267492273096008,NA,NA,8.784632556892524E-6
1967,piab,56.5,28.871984481811523,3.1267250343684574,NA,NA,0.017417742336754513
1967,piab,72.5,29.83586883544922,4.796165409471354,NA,NA,1.1781650969650265E-7
1967,piab,3.5,6.01284122467041,0.0,NA,NA,0.019099825950380428
1967,piab,48.5,28.013290405273438,2.344539520299655,NA,NA,0.8489396114195262
