"year","species","D_cm","H_m","V_m3","X_utm","Y_utm"
1967,"piab",34,25.14,1,72.3,71.61
1969,"piab",28.588,24.084,0.7,18.51,20.38
1974,"piab",37.673,26.433,1.4,41.48,65.63
1974,"piab",32.894,25.153,1,73.93,11.31
1974,"piab",30.531,24.787,0.7,62.03,4.38
1967,"piab",32.8,24.81,1,12.46,45.56
1974,"piab",30.306,25.48,0.7,31.13,46.75
1967,"piab",24.8,22.23,0.4,51.96,91.13
1967,"piab",28.4,23.48,0.7,63.88,74.47
1974,"piab",31.1,25.784,0.7,70.27,60.66
1969,"piab",30.33,24.236,0.7,72.56,96.05
1974,"piab",27.129,24.39,0.4,32.28,97.76
1974,"piab",35.047,25.678,1,30.9,42.77
1974,"piab",35.128,25.541,1,57.43,22.56
1967,"piab",28.2,23.41,0.7,37.4,8.91
1974,"piab",26.516,23.687,0.4,58.82,14.08
1967,"piab",18.1,19.32,0.2,40.94,14.62
1974,"piab",33.958,25.617,1,42.34,42.87
1967,"piab",30.4,24.1,0.7,10.17,52.87
1969,"piab",25.627,22.634,0.4,94.91,81.15
1967,"piab",29.4,23.8,0.7,4.29,87.57
1974,"piab",36.046,25.84,1,97.87,95.17
1974,"piab",38.396,26.374,1.4,92.67,15.64
1974,"piab",24.455,22.952,0.4,13.85,87.34
1974,"piab",32.308,25.538,0.7,42,76.56
1968,"piab",30.782,24.274,0.7,37.69,58.91
1974,"piab",25.288,22.842,0.4,13.39,47.55
1968,"piab",24.63,22.28,0.4,76.16,25.93
1974,"piab",24.517,24.448,0.4,76.24,52.98
1968,"piab",31.562,24.537,0.7,59.81,30.58
1967,"piab",32.9,24.83,1,20.53,96.88
1969,"piab",34.733,25.451,1,34.59,20.54
1969,"piab",25.238,22.645,0.4,58.82,14.08
1969,"piab",33.714,25.269,1,22.05,80.78
1969,"piab",36.823,26.008,1,86.61,62.58
1967,"piab",36.8,25.87,1,76.48,34.81
1974,"piab",37.311,27.425,1,96.1,43.1
1969,"piab",34.977,25.449,1,71.88,23.22
1974,"piab",37.418,26.606,1,36.3,95.87
1969,"piab",34.603,25.409,1,25.83,31.46
1967,"piab",32.4,24.69,0.7,62.85,84.16
1967,"piab",28.7,23.57,0.7,50.66,35.95
