year,species,D_cm,H_m,V_m3,X_utm,Y_utm,weight
1997,piab,25.5,21.834688186645508,0.5675482973664897,NA,NA,32.29485508601414
1997,piab,46.5,27.018508911132812,2.102620941294334,NA,NA,0.20426803611023683
1997,piab,33.5,24.46151351928711,1.059161562447741,NA,NA,18.126576897628976
1997,piab,2.5,4.657078742980957,0.0,NA,NA,0.016098401869746624
1997,piab,26.5,22.223106384277344,0.6214430042472786,NA,NA,32.9065120029668
1997,piab,67.5,28.83994483947754,4.1562091413135684,NA,NA,1.3614847728116649E-8
1997,piab,43.5,26.56604766845703,1.8400291598736427,NA,NA,0.8492916023158591
1997,piab,15.5,16.671340942382812,0.16130776364176708,NA,NA,6.410945555371109
1997,piab,55.5,28.0328311920166,2.947278213491414,NA,NA,6.985069888234708E-4
1997,fasy,20.5,18.830678939819336,0.296340831884351,NA,NA,18.601044681784177
1997,fasy,41.5,25.728374481201172,1.582321172480382,NA,NA,0.2369714976376137
1997,piab,41.5,26.224586486816406,1.6714831613763543,NA,NA,1.9283995154850886
1997,fasy,29.5,22.636173248291016,0.7259641646134188,NA,NA,8.798251119845379
1997,piab,54.5,27.941238403320312,2.849970148058125,NA,NA,0.001456531283381948
1997,piab,58.5,28.28177833557129,3.243206466882918,NA,NA,6.591797970641122E-5
1997,fasy,11.5,13.02534294128418,0.061932381864351405,NA,NA,7.316109097290395
1997,piab,9.5,12.082106590270996,0.036807640599772685,NA,NA,0.6980191579609677
1997,piab,30.5,23.59681510925293,0.8591333025408034,NA,NA,27.353744021913773
1997,piab,11.5,13.767130851745605,0.0687215503916358,NA,NA,1.6219218928402759
1997,piab,22.5,20.546127319335938,0.41987598191719117,NA,NA,26.11994912690189
1997,fasy,6.5,8.605144500732422,0.0,NA,NA,2.1063592531430055
1997,fasy,33.5,23.869888305664062,0.9774873906430368,NA,NA,3.676546879313123
1997,piab,48.5,27.28470230102539,2.2835611925232016,NA,NA,0.06937425958796947
1997,piab,6.5,9.216022491455078,0.0,NA,NA,0.16217250211347917
1997,piab,1.5,3.366083860397339,0.0,NA,NA,0.008467754742004008
1997,fasy,57.5,27.847713470458984,3.137370841122674,NA,NA,1.8275061283697494E-5
1997,piab,53.5,27.844968795776367,2.7534095316774168,NA,NA,0.002959254659733391
1997,fasy,7.5,9.56961441040039,0.015430662609082522,NA,NA,2.816544448655518
1997,piab,32.5,24.18752098083496,0.9905217612849843,NA,NA,21.33873776092761
1997,piab,51.5,27.637439727783203,2.5627284290799293,NA,NA,0.01129920650520365
1997,fasy,25.5,21.143007278442383,0.511089868872508,NA,NA,15.103447531563885
1997,fasy,18.5,17.742088317871094,0.22751399586468435,NA,NA,17.482399216284332
1997,fasy,40.5,25.533302307128906,1.4997381772323326,NA,NA,0.3590044850905163
1997,piab,27.5,22.592628479003906,0.6775983882866233,NA,NA,32.669647699966966
1997,fasy,30.5,22.967065811157227,0.7854814872673832,NA,NA,7.297653343257692
1997,fasy,64.5,28.366662979125977,3.9357226156430762,NA,NA,5.452211692147808E-8
1997,fasy,12.5,13.79586124420166,0.07868558979804297,NA,NA,8.818157045763192
1997,fasy,51.5,27.237634658813477,2.5063081579548805,NA,NA,0.0011876791088568904
1997,piab,7.5,10.21963882446289,0.013648479347044834,NA,NA,0.27074480331545836
1997,fasy,56.5,27.75800895690918,3.028591336075247,NA,NA,3.859606224337687E-5
1997,piab,17.5,17.91975212097168,0.22260652847476153,NA,NA,10.90566105566933
1997,piab,35.5,24.970184326171875,1.2020506937679938,NA,NA,12.09907263505824
1997,piab,45.5,26.87513542175293,2.0138606518325126,NA,NA,0.33711034176111804
1997,fasy,50.5,27.117483139038086,2.406385789765773,NA,NA,0.0022145095635476178
1997,piab,3.5,5.88430118560791,0.0,NA,NA,0.029820221759189386
1997,fasy,35.5,24.403547286987305,1.1163810397623541,NA,NA,2.0982544850178098
1997,fasy,48.5,26.858930587768555,2.2113254704743497,NA,NA,0.007234055322408244
1997,fasy,53.5,27.461095809936523,2.7107793359372976,NA,NA,3.2098852956413844E-4
1997,piab,29.5,23.278629302978516,0.7964950090563393,NA,NA,29.785981675974746
1997,piab,13.5,15.291754722595215,0.11008194744519967,NA,NA,3.396629071774876
1997,piab,8.5,11.174190521240234,0.024189885189140732,NA,NA,0.44040965133219806
1997,piab,20.5,19.573476791381836,0.3334945350273804,NA,NA,19.9114108644996
1997,piab,59.5,28.356836318969727,3.3430262051189037,NA,NA,2.8491034049209004E-5
1997,fasy,59.5,28.01450538635254,3.3590201560261264,NA,NA,3.84979336193654E-6
1997,fasy,8.5,10.492471694946289,0.02418236923639494,NA,NA,3.6887859579069833
1997,piab,24.5,21.426406860351562,0.5159605067590047,NA,NA,30.881537759174922
1997,piab,19.5,19.04951286315918,0.2940193081210172,NA,NA,16.720065672436927
1997,piab,36.5,25.206127166748047,1.2761860621635457,NA,NA,9.50695138081389
1997,fasy,3.5,5.450523853302002,0.0,NA,NA,0.7778143430771716
1997,piab,5.5,8.160770416259766,0.0,NA,NA,0.0946472629146493
1997,piab,31.5,23.899526596069336,0.9238271027707439,NA,NA,24.475733561723633
1997,piab,49.5,27.40818214416504,2.3756348990793708,NA,NA,0.038883728633508835
1997,fasy,44.5,26.260089874267578,1.8412593403704935,NA,NA,0.06017005217350498
1997,fasy,31.5,23.282520294189453,0.8472619602260693,NA,NA,5.928609129760418
1997,piab,16.5,17.31113052368164,0.19069200659017965,NA,NA,8.470909473917077
1997,fasy,10.5,12.218900680541992,0.04732385658440487,NA,NA,5.945183038540734
