"year","species","D_cm","H_m","V_m3","X_utm","Y_utm"
1997,"fasy",22.7,23.9,0.4,56.08,23.37
1997,"fasy",10.4,20.5,0.051,84.96,26.22
1997,"fasy",15,22.3,0.13,81.56,47.67
2000,"fasy",16.773,24.758,0.13,0.01,72.86
1997,"fasy",13.6,21.9,0.13,62.83,93.25
2000,"fasy",18.374,24.199,0.2,68.87,60.77
2000,"fasy",22.044,24.575,0.2,44.59,73.34
1997,"fasy",6.5,17.6,0.01,63.12,0.91
1997,"fasy",12.6,21.5,0.13,90.47,25.55
1998,"fasy",25.367,24.802,0.4,56.81,3.63
1997,"fasy",18.2,23.1,0.2,8.13,48.21
1997,"fasy",26,24.3,0.4,33.89,75.11
1997,"fasy",26.8,24.4,0.4,47.22,98.88
2000,"fasy",21.107,25.974,0.2,86.23,89.14
1997,"fasy",18.5,23.2,0.2,47.59,61.06
2000,"fasy",26.289,24.703,0.4,84.83,39.04
1997,"fasy",8.9,19.6,0.051,15.39,12.71
1997,"fasy",13,21.7,0.13,94.21,7.56
1997,"fasy",7.2,18.3,0.01,7.85,89.94
2000,"fasy",20.654,24.188,0.2,42.95,24.18
1997,"fasy",15.3,22.4,0.13,4.72,32.58
2000,"fasy",27.025,25.789,0.4,56.81,3.63
2000,"fasy",15.664,26.564,0.13,20.7,70.71
1997,"fasy",40,25.3,1.4,99.06,6.57
1997,"fasy",22.4,23.8,0.2,33.53,39.04
1997,"fasy",23.5,24,0.4,74.3,13.49
1997,"fasy",19.2,23.3,0.2,40.18,11.09
1997,"fasy",12,21.3,0.051,13.72,0.55
1997,"fasy",25.9,24.3,0.4,65.05,38.25
1997,"fasy",23.5,24,0.4,79.04,97.4
1997,"fasy",20.5,23.6,0.2,21.75,63.73
2000,"fasy",19.249,25.729,0.2,74.18,88.54
1997,"fasy",24.4,24.1,0.4,53.1,8.94
2000,"fasy",23.34,24.822,0.4,79.12,39.61
1997,"fasy",11,20.8,0.051,36.83,82.29
1997,"fasy",36,25.1,1,49.07,86.84
1997,"fasy",16.5,22.7,0.13,34.3,17.39
1997,"fasy",19,23.3,0.2,33.61,50.43
1997,"fasy",14.4,22.1,0.13,49.57,75.44
1997,"fasy",32.9,24.9,1,96.56,43.16
2000,"fasy",18.468,31.413,0.2,57.18,70.38
1998,"fasy",15.295,23.318,0.13,59.17,93.27
1997,"fasy",22.1,23.8,0.2,74.98,67.06
1997,"fasy",11.3,21,0.051,68.6,29.97
1997,"fasy",18.6,23.2,0.2,6.59,38.54
1997,"fasy",27.3,24.4,0.4,47.91,96.83
1997,"fasy",12.4,21.5,0.051,9.5,48.69
1997,"fasy",36.9,25.2,1,63.92,72.44
1997,"fasy",17.5,23,0.2,28.96,55.86
2000,"fasy",18.774,24.733,0.2,85.09,11.68
2000,"fasy",16.103,23.618,0.13,54.59,4.74
